Date,Close
6/14/2024,5431.600098
6/17/2024,5473.22998
6/18/2024,5487.029785
6/20/2024,5473.169922
6/21/2024,5464.620117
6/24/2024,5447.870117
6/25/2024,5469.299805
6/26/2024,5477.899902
6/27/2024,5482.870117
6/28/2024,5460.47998
7/1/2024,5475.089844
7/2/2024,5509.009766
7/3/2024,5537.02002
7/5/2024,5567.189941
7/8/2024,5572.850098
7/9/2024,5576.97998
7/10/2024,5633.910156
7/11/2024,5584.540039
7/12/2024,5615.350098
7/15/2024,5631.220215
7/16/2024,5667.200195
7/17/2024,5588.27002
7/18/2024,5544.589844
7/19/2024,5505
7/22/2024,5564.410156
7/23/2024,5555.740234
7/24/2024,5427.129883
7/25/2024,5399.220215
7/26/2024,5459.100098
7/29/2024,5463.540039
7/30/2024,5436.439941
7/31/2024,5522.299805
8/1/2024,5446.680176
8/2/2024,5346.560059
8/5/2024,5186.330078
8/6/2024,5240.029785
8/7/2024,5199.5
8/8/2024,5319.310059
8/9/2024,5344.160156
8/12/2024,5344.390137
8/13/2024,5434.430176
8/14/2024,5455.209961
8/15/2024,5543.220215
8/16/2024,5554.25
8/19/2024,5608.25
8/20/2024,5597.120117
8/21/2024,5620.850098
8/22/2024,5570.640137
8/23/2024,5634.609863
8/26/2024,5616.839844
8/27/2024,5625.799805
8/28/2024,5592.180176
8/29/2024,5591.959961
8/30/2024,5648.399902
9/3/2024,5528.930176
9/4/2024,5520.069824
9/5/2024,5503.410156
9/6/2024,5408.419922
9/9/2024,5471.049805
9/10/2024,5495.52002
9/11/2024,5554.129883
9/12/2024,5595.759766
9/13/2024,5626.02002
9/16/2024,5633.089844
9/17/2024,5634.580078
9/18/2024,5618.259766
9/19/2024,5713.640137
9/20/2024,5702.549805
9/23/2024,5718.569824
9/24/2024,5732.930176
9/25/2024,5722.259766
9/26/2024,5745.370117
9/27/2024,5738.169922
9/30/2024,5762.47998
10/1/2024,5708.75
10/2/2024,5709.540039
10/3/2024,5699.939941
10/4/2024,5751.069824
10/7/2024,5695.939941
10/8/2024,5751.129883
10/9/2024,5792.040039
10/10/2024,5780.049805
10/11/2024,5815.029785
10/14/2024,5859.850098
10/15/2024,5815.259766
10/16/2024,5842.470215
10/17/2024,5841.470215
10/18/2024,5864.669922
10/21/2024,5853.97998
10/22/2024,5851.200195
10/23/2024,5797.419922
10/24/2024,5809.859863
10/25/2024,5808.120117
10/28/2024,5823.52002
10/29/2024,5832.919922
10/30/2024,5813.669922
10/31/2024,5705.450195
11/1/2024,5728.799805
11/4/2024,5712.689941
11/5/2024,5782.759766
11/6/2024,5929.040039
11/7/2024,5973.100098
11/8/2024,5995.540039
11/11/2024,6001.350098
11/12/2024,5983.990234
11/13/2024,5985.379883
11/14/2024,5949.169922
11/15/2024,5870.620117
11/18/2024,5893.620117
